fiber_node;address;coordinate
DPL392;KRUKUT AREA (2.1);-6.158691,106.814113
DPK136;KUTA BUMI AREA (24) (PURI AGUNG PERMAI);-6.158720715,106.5799427
DLK562;KUTA BUMI AREA (24) (PURI AGUNG PERMAI);-6.158720715,106.5799427
FKG072;KELAPA GADING Y (BR) (1);-6.158729182,106.9124658
DKG337;SERDANG BARU AREA (2);-6.158754336,106.8575985
DPK265;TAMAN BUAH SUKAMANTRI (2);-6.158763,106.54429
FKG047;KOMPLEK AL KELAPA GADING (1.2);-6.15876785,106.8929165
DPK341;TAMAN BUMI ASRI (1);-6.158794703,106.5650739
DLK199;TAMAN BUMI ASRI (1);-6.158794703,106.5650739
DKG247;KELAPA GADING D (AS);-6.158888,106.911876
DPL293;GROGOL AREA (1) 1;-6.158894843,106.7942248
DKG505;KELAPA GADING M (PQ);-6.158927,106.912814
FGC002;JAKARTA GARDEN CITY (1) (CLUSTER SHINANNO);-6.158963,106.968083
FKG069;KELAPA GADING AS (CB);-6.15897018776963,106.9112047925
DPL397;JELAMBAR J (X);-6.158975,106.787226
DPK350;PERUM TAMAN BUAH 2 (2);-6.159015667,106.5606225
DLK685;PERUM TAMAN BUAH 2 (2);-6.159015667,106.5606225
DDM195;PERGUDANGAN,PERKANTORAN & PERUM ARCADIA (2);-6.159035672,106.6653387
DKG107;KELAPA GADING Y;-6.159037068,106.9133058
DKG150;SUNTER JAYA AREA;-6.15903996,106.8733816
DDM196;PERGUDANGAN,PERKANTORAN & PERUM ARCADIA (3);-6.159049508,106.668237
DKG509;KOMPLEK AL KELAPA GADING (1.2);-6.159158,106.890766
FKG018;CLUSTER IMPERIAL GADING (PELINDO 2) (RT9RW8);-6.159179192,106.9263546
DKG431;CLUSTER IMPERIAL GADING (PELINDO 2);-6.1591883,106.9263858
DUM141;VILLA MUTIARA GADING 4;-6.159212195,106.9944611
DUM501;PERUM WAHANA PONDOK UNGU (1);-6.159252,107.017212
FKG067;KELAPA GADING Y (1);-6.159259194,106.9133261
DPL175;TANAH SEREAL AREA (3);-6.159260362,106.8105124
DKG141;GADING GRANDE;-6.159413432,106.915784
DPK264;TAMAN BUAH SUKAMANTRI (1);-6.159433,106.542699
DKG508;KOMPLEK AL KELAPA GADING (1.1);-6.159497,106.888274
FKG046;KOMPLEK AL KELAPA GADING (1.1);-6.1595281,106.8883025
DKG321;GUNUNG SAHARI AREA (SEPUR DSK);-6.159598947,106.8429821
DPK363;TAMAN ELANG (2);-6.159699191,106.5937974
DLK479;TAMAN ELANG (2);-6.159699191,106.5937974
DPL418;JELAMBAR B (AB);-6.159725,106.775778
DPL419;JELAMBAR B (AC);-6.159725,106.775778
DPL018;JELAMBAR B;-6.159728901,106.7734835
DPK359;VILLA TOMANG BARU KUTA BUMI (3);-6.159735655,106.5835353
DLK171;VILLA TOMANG BARU KUTA BUMI (3);-6.159735655,106.5835353
AKJ158;RED PLANET HOTEL;-6.159739,106.834601
DKG376;BUKIT GADING MEDITERANIA (2);-6.159748293,106.897186
FGG010;TAMAN KOTA FDT 02 (JL PERUM TAMAN KOTA);-6.159769,106.756037
DPK127;KUTA BUMI AREA (15) (PONDOK SEJAHTERA);-6.159790548,106.5728298
FKG071;KELAPA GADING M (PQ);-6.15982454,106.9094251
FGC005;JAKARTA GARDEN CITY (4) (CLUSTER YARRA);-6.159829,106.963631
DKJ082;TAMAN KOTA;-6.159898707,106.7561629
DPL204;MAKALIWE;-6.159902189,106.7919166
DPL426;PASAR BARU A (E);-6.159948,106.818244
ZVM004;VILLA TANGERANG REGENCY 2 (20) (TURNKEY ZTE);-6.160014,106.576411
ZVM003;VILLA TANGERANG REGENCY 2 (19) (TURNKEY ZTE);-6.160136,106.577428
ACG556;HOTEL ALL SEASON;-6.160216,106.817576
DPK342;TAMAN BUMI ASRI (2);-6.160236674,106.5630534
DLK200;TAMAN BUMI ASRI (2);-6.160236674,106.5630534
DPL401;DURI SELATAN AREA (1);-6.160249725,106.8070052
DCG361;DURI SELATAN AREA (1);-6.160249725,106.8070052
DSL176;HOTEL GRAND MERCURE;-6.160309,106.819488
DPK154;VILLA TANGERANG REGENCY 2 (13);-6.160360543,106.5763288
DKG037;KOMPLEK AL KELAPA GADING;-6.160373365,106.8898467
DPL214;GROGOL AREA (1);-6.160451565,106.7936305
DPK160;PERUM GRAND SUTERA (2);-6.160519469,106.5665979
FKG040;KOMPLEK TNI AL KELAPA GADING (2);-6.160646223,106.8867246
DLK454;PERUM TAMAN ADHILOKA;-6.16066961,106.6413962
FDM016;THE 19TH AVENUE APT (2);-6.160694,106.680659
FDM015;THE 19TH AVENUE APT (1);-6.160694,106.680659
FGG014;BOJONG INDAH (4);-6.160718225,106.739579
DSL115;GRAND PALACE APT (2) (TOWER A, B, C);-6.16073641,106.8530211
DPK354;VILLA TOMANG BARU 2;-6.160739296,106.5860428
DLK692;VILLA TOMANG BARU 2;-6.160739296,106.5860428
DPK357;VILLA TOMANG BARU KUTA BUMI (1);-6.160742605,106.5861584
DLK169;VILLA TOMANG BARU KUTA BUMI (1);-6.160742605,106.5861584
DSL114;GRAND PALACE APT (1) (TOWER A, B, C);-6.160751893,106.8529708
DDM199;PERUM TAMAN ADHILOKA;-6.160831,106.641293
FGG011;BOJONG INDAH (1);-6.16084656054393,106.7362818494
DDM003;BATU CEPER INDAH & BATU CEPER PERMAI (1);-6.160881993,106.6694615
FKG037;KOMPLEK AL KELAPA GADING;-6.160890228,106.8904981
DSL235;JL.LAP POROS SUMUR BATU & JL. SERDANG BARU AREA;-6.160912515,106.8650149
DKG170;JL.LAP POROS SUMUR BATU & JL. SERDANG BARU AREA;-6.160912515,106.8650149
FGC004;JAKARTA GARDEN CITY (3) (CLUSTER LA SIENE);-6.160933,106.967799
DPL335;DR LATUMENTEN AREA;-6.161010061,106.7901769
DSL239;KOMPLEK KODAM & SUMUR BATU;-6.161021646,106.8692166
DKG188;KOMPLEK KODAM & SUMUR BATU;-6.161021646,106.8692166
DKG331;KOMPLEK TNI AL KELAPA GADING (2);-6.161068031,106.8873738
DPL398;JELAMBAR O (Y);-6.161074,106.782213
ZVL001;VILLA TANGERANG REGENCY 2 (15) (TURNKEY ZTE);-6.161121,106.57916
FKG035;KELAPA GADING FDT 01 (JL BOULEVARD RAYA);-6.161143,106.904834
DPK149;VILLA TANGERANG REGENCY 2 (8);-6.161183816,106.5702526
FKG070;KELAPA GADING L (BP);-6.161208901,106.9085407
DKG504;KELAPA GADING L (BP);-6.161237,106.908569
DDM004;BATU CEPER INDAH & BATU CEPER PERMAI (2);-6.161284016,106.6676743
ZVM002;VILLA TANGERANG REGENCY 2 (18) (TURNKEY ZTE);-6.161319,106.575211
DSL117;GRAND PALACE APT (3) (TOWER A, B, C, D, G);-6.161333136,106.8530581
DPL029;JELAMBAR D (O);-6.161374826,106.7818559
ZRM002;VILLA TANGERANG REGENCY 2 (38) (TURNKEY ZTE);-6.161419,106.569145
DPK159;PERUM GRAND SUTERA (1);-6.161419509,106.5643227
DPK361;VILLA TOMANG BARU KUTA BUMI (5);-6.161502526,106.5859898
DLK330;VILLA TOMANG BARU KUTA BUMI (5);-6.161502526,106.5859898
DKG514;KOMPLEK TNI AL KELAPA GADING (2.1);-6.161505,106.888153
FKG052;KOMPLEK TNI AL KELAPA GADING (2.1) (1);-6.161514573,106.8885703
DPK156;VILLA TANGERANG REGENCY 2 (15);-6.161542716,106.5793858
ZVM001;VILLA TANGERANG REGENCY 2 (17) (TURNKEY ZTE);-6.161547,106.575767
FKG008;KELAPA GADING FDT 06 (JL CASABLANCA 9);-6.161558,106.895695
DUM387;PERUM PERHUBUNGAN LAUT (PERLA) (RW 04) & PERUM RAWA MAKMUR (RW 10);-6.161624307,106.951386
DKG506;KELAPA GADING Y (BR);-6.16163,106.911599
FKG063;KELAPA GADING A (L);-6.161732653,106.9100697
FKG054;KELAPA GADING A (J);-6.161766244,106.9019599
DPL095;KEBON KELAPA AREA;-6.16186466,106.8209978
FPK018;LAVON SWANCITY (4) (CLUSTER OSAKA);-6.16188,106.517007
DPL196;PETOJO UTARA (2) & JL. HANURA;-6.161910584,106.8135505
FKG066;KELAPA GADING M (2);-6.16195801,106.913591
DCG089;PETOJO UTARA;-6.161977457,106.8135427
DPK155;VILLA TANGERANG REGENCY 2 (14);-6.162020132,106.5760994
FKG048;KOMPLEK TNI AL KELAPA GADING (3.1) (1);-6.162034249,106.8900743
DPL179;JALAN PASAR BARU;-6.162072813,106.8361296
DKG004;GADING ARCADIA;-6.162120123,106.9197955
ZVL002;VILLA TANGERANG REGENCY 2 (15) (TURNKEY ZTE);-6.162131,106.579289
DKG333;KOMPLEK TNI AL KELAPA GADING (4);-6.162174992,106.8853895
DKG510;KOMPLEK TNI AL KELAPA GADING (3.1);-6.162304,106.889902
FKG065;KELAPA GADING M (1);-6.16232792,106.9117734
ZRM001;VILLA TANGERANG REGENCY 2 (37) (TURNKEY ZTE);-6.162423,106.569921
DPK150;VILLA TANGERANG REGENCY 2 (9);-6.162493665,106.5792335
DKG093;KELAPA GADING A (L);-6.162494671,106.9112929
DPK165;VILLA TANGERANG ELOK (5);-6.16249886,106.5649095
DKG354;UTAN PANJANG AREA;-6.162530394,106.8591541
DKJ179;KOMPLEK PENERANGAN ,JALAN HEMAT & JAKARTA LLOYD;-6.162534315,106.7821471
DLK444;WAREHOUSE NEW PADASUKA;-6.162536,106.618343
DPK152;VILLA TANGERANG REGENCY 2 (11);-6.162560202,106.5759099
ZRM003;VILLA TANGERANG REGENCY 2 (39) (TURNKEY ZTE);-6.162571,106.568361
DPK142;VILLA TANGERANG REGENCY 2 (1);-6.162626788,106.5708959
ZVL003;VILLA TANGERANG REGENCY 2 (9) (TURNKEY ZTE);-6.162692,106.579327
FPK019;LAVON SWANCITY (5) (CLUSTER FUJI);-6.162736,106.516971
FGG015;PERUM BOJONG INDAH (3) (RW.06);-6.162765,106.7410009
FPK023;GRAHA PASAR KEMIS (1);-6.162843,106.5382
DPL411;PASAR BARU MANSION APT;-6.162885907,106.8323253
DSL099;PASAR BARU MANSION APT;-6.162885907,106.8323253
DKG332;KOMPLEK TNI AL KELAPA GADING (3);-6.162951749,106.8905299
FKG041;KOMPLEK TNI AL KELAPA GADING (3) (1);-6.162972597,106.8905541
DSL240;SUMUR BATU AREA (1);-6.163002954,106.871814
DKG189;SUMUR BATU AREA (1);-6.163002954,106.871814
DKJ476;RAWA BUAYA AREA (1);-6.163041541,106.7302375
DKG511;KOMPLEK TNI AL KELAPA GADING (4.1);-6.16305,106.886874
DKG233;KEBON KOSONG AREA (2);-6.163094042,106.8474574
DSL242;SUMUR BATU AREA (3);-6.16315809,106.8663772
DKG203;SUMUR BATU AREA (3);-6.16315809,106.8663772
FPK006;LAVON SWANCITY (1);-6.163161,106.508652
FKG043;KOMPLEK TNI AL KELAPA GADING (5) (1);-6.163190267,106.8829021
AKJ372;WARE HOUSE SEMANAN;-6.1631997,106.7050827
DKG180;KELAPA GADING AL;-6.163243979,106.9061239
DPL405;GROGOL AREA (4) (RAWA BAHAGIA);-6.163244185,106.7976151
DCG498;GROGOL AREA (4) (RAWA BAHAGIA);-6.163244185,106.7976151
DKG235;KEBON KOSONG AREA (3);-6.163274214,106.8516405
DLK682;GLOBAL MANSION;-6.163275718,106.5969058
FKG049;KOMPLEK TNI AL KELAPA GADING (4.1);-6.163281935,106.8879507
ZVJ004;VILLA TANGERANG REGENCY 2 (TURNKEY ZTE);-6.163297,106.566591
ZVJ001;VILLA TANGERANG ELOK (3);-6.16331,106.56716
FKG007;VILLA GADING INDAH KELAPA GADING (JL BOULEVARD BUKIT GADING RAYA;-6.163333,106.892044
FGG012;PERUM BOJONG INDAH (2) (RW.05);-6.163355,106.737164
ACG302;RED TOP HOTEL;-6.163388,106.827031
FPK024;GRAHA PASAR KEMIS (2);-6.163473,106.536977
DKG091;KELAPA GADING J;-6.163473777,106.9026625
DKG334;KOMPLEK TNI AL KELAPA GADING (5);-6.163505605,106.8834029
DKG166;KEPU AREA (2);-6.163535276,106.8433821
ZVP001;REBUILD VILLA TANGERANG REGENCY 2 (21) (TURNKEY ZTE);-6.163543,106.579325
DPL203;ATAP MERAH APT;-6.163566155,106.8287368
DCG442;ATAP MERAH APT;-6.163566155,106.8287368
DKJ243;JELAMBAR AREA (JL. RAYA SATRIA GROGOL);-6.163602352,106.7870081
DPL360;JL.BATU TULIS;-6.163626802,106.8232286
DKG515;GADING ARCADIA (2);-6.163647,106.919737
DPL238;PETOJO UTARA (3);-6.163675867,106.8165918
DDM083;APARTEMENT SEMANAN;-6.163723638,106.719698
DPK144;VILLA TANGERANG REGENCY 2 (3);-6.163727888,106.5718711
DKG482;VILLA GADING INDAH (2);-6.16373,106.894485
DPK302;GRAHA PASAR KEMIS;-6.163751,106.538069
FKG064;KELAPA GADING L (BZ);-6.163766457,106.9125789
DKJ583;GREEN GARDEN D (H);-6.163863943,106.7597921
DDM337;TAMAN SEMANAN INDAH 1.2;-6.163886503,106.7203622
DPL132;TAMAN SEMANAN INDAH 1.2;-6.163886503,106.7203622
ZVJ002;VILLA TANGERANG ELOK (1);-6.163906,106.567931
FPK007;LAVON SWANCITY (2);-6.163916,106.510847
DKG500;KELAPA GADING AM (BL);-6.163934,106.908635
DKJ068;GREEN GARDEN B (D);-6.163998254,106.7606448
DLK237;VILLA MUTIARA PLUIT 1;-6.164008215,106.5944041
ZVG002;VILLA TANGERANG REGENCY 2 (3) (TURNKEY ZTE);-6.16402,106.573795
DKG512;KOMPLEK TNI AL KELAPA GADING (5.1);-6.164058,106.882631
ZVR004;VILLA TANGERANG REGENCY 2 (4) (TURNKEY ZTE);-6.164091,106.569268
DLK384;PERUM PONDOK ARUM (3);-6.164122,106.610245
DPK143;VILLA TANGERANG REGENCY 2 (2);-6.164159914,106.5692809
DPK164;VILLA TANGERANG ELOK (4);-6.164204085,106.5656212
DPL216;GROGOL AREA (3);-6.16421807,106.7937966
DCG152;GROGOL AREA (3);-6.16421807,106.7937966
ZVR003;REBUILD VILLA TANGERANG REGENCY 2 (3) (TURNKEY ZTE);-6.164257,106.570485
ACG723;SAHARI SUKSES SEJAHTERA (CTV)/YELLO HOTEL;-6.1642635,106.8204737
FKG042;KOMPLEK TNI AL KELAPA GADING (4) (1);-6.164284616,106.8883021
DPK285;PERUM WISMA MAS 2 (3);-6.164298,106.558035
DPL215;GROGOL AREA (2);-6.164326929,106.7911838
DPL428;JL.BATU TULIS (2);-6.164342,106.824477
DPK153;VILLA TANGERANG REGENCY 2 (12);-6.164407935,106.5757153
FGG008;TAMAN KOTA FDT 05 (JL TARUMA ELOK);-6.164422,106.745256
DKG204;WISMA GADING PERMAI APT (2);-6.1644595,106.8761972
DKJ067;GREEN GARDEN B;-6.164480744,106.7632509
DKG019;GADING PARK VIEW;-6.164493807,106.9106201
DKG446;WISMA GADING PERMAI APT (3);-6.1645048,106.8761655
DSL039;GRAHA CEMPAKA MAS APT (2);-6.1645088,106.8761764
DSL038;GRAHA CEMPAKA MAS APT (1);-6.1645141,106.875825
FKG012;GADING ARCADIA;-6.164592,106.918514
ZVP003;REBUILD VILLA TANGERANG REGENCY 2 (23) (TURNKEY ZTE);-6.1646,106.579673
ZVP002;REBUILD VILLA TANGERANG REGENCY 2 (22) (TURNKEY ZTE);-6.1646,106.579673
SPD-KLG-P;KIRANA TWO OFFICE TOWER;6.16462,106.91453
DPK163;VILLA TANGERANG ELOK (3);-6.164629912,106.5676817
DPK281;PERUM WISMA MAS 2 (2);-6.164661,106.555433
DPL180;JL.IR JUANDA 1&2 DAN JL.PINTU AIR PASAR BARU;-6.164730516,106.8318501
DLK238;VILLA MUTIARA PLUIT 2;-6.164782652,106.5962982
FPK008;LAVON SWANCITY (3);-6.164801,106.509499
FGG007;TAMAN KOTA FDT 01 (JL TARUMA PERMAI);-6.164809,106.744943
ZVR002;REBUILD VILLA TANGERANG REGENCY 2 (2) (TURNKEY ZTE);-6.164822,106.571212
DKG181;KELAPA GADING AM;-6.164848643,106.9083786
DPK141;PERUM BUMI INDAH (CLUSTER SAKURA);-6.164932284,106.559251
DKG002;VILLA GADING INDAH;-6.164932923,106.8940674
FCS092;GRAHA METRO SERANG (2);-6.164934,106.181991
DLK322;PERIUK JAYA PERMAI (3);-6.164937832,106.6068118
DSL245;CEMPAKA BARU AREA (3);-6.164977382,106.8596887
DKG440;CEMPAKA BARU AREA (3);-6.164977382,106.8596887
DUM005;WAHAN HARAPAN (1);-6.165030929,107.0079332
ZVR001;REBUILD VILLA TANGERANG REGENCY 2 (1) (TURNKEY ZTE);-6.165054,106.571805
DDM336;TAMAN SEMANAN INDAH 1.3;-6.165078442,106.7176731
DPL131;TAMAN SEMANAN INDAH 1.3;-6.165078442,106.7176731
DSL241;SUMUR BATU AREA (2);-6.165154883,106.8694399
DKG202;SUMUR BATU AREA (2);-6.165154883,106.8694399
DKJ227;CARINA SAYANG;-6.165174629,106.7443211
DLK193;VILLA TANGERANG REGENCY (1);-6.16521846,106.5900668
DPL361;JUANDA APT;-6.165275298,106.8287543
DPK151;VILLA TANGERANG REGENCY 2 (10);-6.165278535,106.5791159
ZVP004;REBUILD VILLA TANGERANG REGENCY 2 (24) (TURNKEY ZTE);-6.165296,106.577619
DLK321;PERIUK JAYA PERMAI (2);-6.165343853,106.6058828
DDM331;TAMAN SEMANAN INDAH 1.1;-6.16538,106.715345
DKJ582;TAMAN RATU D (J);-6.165386283,106.7680501
DPK145;VILLA TANGERANG REGENCY 2 (4);-6.165414919,106.5751125
FPK026;LAVON SWANCITY (8) (CLUSTER TOKYO);-6.16549,106.516162
FGC007;JAKARTA GARDEN CITY (6);-6.1654922963171,106.96614012122
DDM008;MPLEK BUDI INDAH (1);-6.165500343,106.6888812
FGG013;TAMAN KOTA FDT 03;-6.165542,106.741419
DKG232;KEBON KOSONG AREA (1);-6.165546235,106.8472565
FPK005;CLUSTER PURI MERAK;-6.16558579726683,106.5392038598
DPL291;GROGOL AREA (2) 1;-6.165600483,106.7927677
DLK318;PONDOK ARUM (2);-6.165662603,106.6083346
DLK320;PERIUK JAYA PERMAI (1);-6.165670135,106.6042723
DKG092;KELAPA GADING A (K);-6.165678307,106.9046091
DLK982;GARDEN CITY RESIDENCE (4);-6.165758,106.592041
ZVG001;VILLA TANGERANG REGENCY 2 (4) (TURNKEY ZTE);-6.165826,106.576273
FCS086;GRAHA METRO SERANG (1);-6.165833,106.180593
DKG001;TAMAN PEGANGSAAN INDAH;-6.165836853,106.9193117
DDM081;TAMAN SEMANAN INDAH 1;-6.165881452,106.713696
DPK263;PERUM BUMI ASRI;-6.165904,106.537347
ZTR004;VILLA TANGERANG REGENCY 2 (7);-6.165907,106.573186
DLK197;PERUM BENUA INDAH (3);-6.16593781,106.6126016
DDM084;INTERKOTA;-6.16598712,106.7250448
DPK280;PERUM WISMA MAS 2 (1);-6.165996,106.55653
ZVJ003;VILLA TANGERANG ELOK (4);-6.166225,106.566889
DKJ588;TAMAN RATU A (K);-6.166264422,106.7714786
DLK636;PERUM TOTAL PERSADA (5);-6.166413663,106.5845
DPK340;KOMPLEK BUMI INDAH (2);-6.166439,106.559182
DLK136;KOMPLEK BUMI INDAH (2);-6.166439,106.559182
DDM338;TAMAN SEMANAN INDAH 2.1;-6.166517508,106.7097126
DPL133;TAMAN SEMANAN INDAH 2.1;-6.166517508,106.7097126
ZTR002;VILLA TANGERANG REGENCY 2 (6) (TURNKEY ZTE);-6.166603,106.570105
DKJ667;TAMAN PERSADA SAYANG (2);-6.166638,106.738696
DKJ568;PURI ARTA PRIMA (GEDUNG ORANG TUA GROUP - OTG);-6.1666609,106.727278
DPK148;VILLA TANGERANG REGENCY 2 (7);-6.166672084,106.5703659
DKJ232;GREEN GARDEN (1);-6.166677013,106.7593706
DKG291;CEMPAKA BARU (1);-6.166682601,106.8616979
FKK018;TAMAN PERSADA SAYANG FDT 3;-6.166767642,106.738028
DKG102;KELAPA GADING U;-6.166778196,106.9126419
FKG076;TAMAN PEGANGSAAN (1);-6.166803975,106.9190026
DUM386;CAKUNG TIMUR AREA (5);-6.166816254,106.9486585
DPK161;VILLA TANGERANG ELOK (1);-6.166846928,106.5659231
DKG059;KELAPA GADING A;-6.166849848,106.9005106
DUM002;PURI HARAPAN (2);-6.166862975,106.9996099
FKG077;TAMAN PEGANGSAAN (2);-6.166885976,106.9197537
DUM006;WAHAN HARAPAN (2);-6.166903167,107.0060062
FKG044;KOMPLEK TNI AL KELAPA GADING (6);-6.166906309,106.8820317
DPK069;KOMPLEK BUMI PASAR KEMIS INDAH (3);-6.16697781,106.5362168
DDM339;TAMAN SEMANAN INDAH 2.2;-6.166992007,106.708704
DPL134;TAMAN SEMANAN INDAH 2.2;-6.166992007,106.708704
DKG165;KEPU AREA (1);-6.167098135,106.8436867
DKG096;KELAPA GADING B (O);-6.167106865,106.9071145
FKK017;TAMAN PERSADA SAYANG FDT 2;-6.167120978,106.7373185
DKJ073;TAMAN RATU A (D);-6.167134933,106.7680464
DLK904;GARDEN CITY RESIDENCE (2);-6.167162419,106.5859816
DUM004;PURI HARAPAN (4);-6.167187828,107.0015614
DPK066;SINDANG PANON RESIDENCE;-6.167226518,106.5264138
DLK192;PERUM BENUA INDAH (2);-6.16723851,106.6130815
FHV001;HOLLAND VILLAGE APT;-6.167263,106.876011
DLK317;PONDOK ARUM (1);-6.167274409,106.6069766
DLK635;PERUM TOTAL PERSADA (4);-6.167346496,106.5840538
DLK422;VILLA REGENCY TANGERANG (2);-6.167353161,106.5896691
DPK065;GRIYA LESTARI PERMAI;-6.167433375,106.5280157
DKJ063;TAMAN RATU A;-6.167446969,106.7713358
FGC006;JAKARTA GARDEN CITY (5);-6.167475,106.967955
DKG101;KELAPA GADING T;-6.167527756,106.9102981
DLK810;GRENDENG AREA (3);-6.167577,106.627929
DPK211;PERUM PASAR KEMIS RESIDENCE;-6.167599,106.558555
DKG183;WISMA GADING PERMAI APT (1);-6.167600113,106.9017993
DDM009;KOMPLEK BUDI INDAH (2);-6.167611569,106.6868471
DPK333;VILLA MUTIARA PLUIT (3.1);-6.167735,106.595898
DKG335;KOMPLEK TNI AL KELAPA GADING (6);-6.167770667,106.8838216
DDM150;TAMAN SEMANAN INDAH 2.3;-6.167771512,106.709181
DUM003;PURI HARAPAN (3);-6.167784427,107.0003621
DPK146;VILLA TANGERANG REGENCY 2 (5);-6.167790894,106.5780334
ZTR001;VILLA TANGERANG REGENCY 2 (6) (TURNKEY ZTE);-6.167814,106.570059
ZTR003;VILLA TANGERANG REGENCY 2 (7);-6.167823,106.570267
ZTR003;VILLA TANGERANG REGENCY 2 (7);-6.167823,106.570267
DKJ617;KOMPLEK BTN JAKARTA BARAT;-6.16782775,106.7482963
DKG513;KOMPLEK TNI AL KELAPA GADING (6.1);-6.167841,106.886962
DLK239;VILLA MUTIARA PLUIT 3;-6.167855975,106.5973808
DPL436;HOTEL CIPUTRA JAKARTA (REDUNDANT);-6.1679276,106.7867818
DKJ689;HOTEL CIPUTRA JAKARTA;-6.1679276,106.7867818
DPK147;VILLA TANGERANG REGENCY 2 (6);-6.167927742,106.5701167
DPL373;TOMANG AREA (TAWAKAL) (2.1) 1;-6.167973144,106.7959694
FGG021;TAMAN RATU B (H);-6.168,106.77646
DKJ134;TAMAN RATU B (H);-6.168024004,106.7764885
DPL072;ISTANA HARMONI APT;-6.168100904,106.8191935
DPK068;KOMPLEK BUMI PASAR KEMIS INDAH (2);-6.16811665,106.5350884
DKJ008;TAMAN PERSADA SAYANG;-6.168186269,106.7376858
DPK162;VILLA TANGERANG ELOK (2);-6.168211309,106.5667861
DKJ234;GREEN GARDEN (3);-6.168345706,106.7557572
DKJ233;GREEN GARDEN (2);-6.168391635,106.7561776
FKK016;TAMAN PERSADA SAYANG FDT 1;-6.168391652,106.73786
DLK634;PERUM TOTAL PERSADA (3);-6.168414428,106.584231
DUM007;WAHANA HARAPAN (3);-6.16842797,107.0057502
DKJ597;MALL CIPUTRA;-6.168496307,106.7867988
DLK875;VILLA GRAND TOMANG 1 (1);-6.168513966,106.5970434
DKJ135;GREEN GARDEN B (E);-6.168559341,106.7673774
DKJ656;RAWA BUAYA AREA (2.2);-6.168569,106.734175
DPL103;TOMANG AREA (TAWAKAL) (2.1);-6.168576201,106.7948368
DLK424;VILLA REGENCY TANGERANG (4);-6.168583176,106.5921123
DLK876;VILLA GRAND TOMANG 1 (2);-6.16860255,106.5982053
DPK260;PERUM KUTA BUMI 3;-6.168603466,106.5650256
DKJ420;TAMAN PERMATA BUANA (3.1);-6.168654191,106.7456842
DDM082;TAMAN SEMANAN INDAH 2;-6.168682963,106.7116031
DCT019;TOMANG TAWAKAL AREA (1);-6.168835139,106.7995194
DCG218;TOMANG TAWAKAL AREA (1);-6.168835139,106.7995194
DKJ688;TAMAN PERMATA BUANA (3.1) 1;-6.168891,106.745786
DPK259;PERUM WISMA MAS;-6.168948722,106.5536123
FGD010;GARDEN CITY RESIDENCE (2)(2);-6.168952988,106.5856242
DLK423;VILLA REGENCY TANGERANG (3);-6.168974901,106.588792
DKG309;KELAPA GADING AT;-6.168975321,106.9041104
DKG292;CEMPAKA BARU (2);-6.168993905,106.8607372
DPL195;PETOJO UTARA (1);-6.169016907,106.8057947
DPL194;PETOJO SELATAN AREA (1);-6.16904934,106.8110898
FGC009;ASYA ASTRA MODERNLAND (1);-6.16908,106.960886
DPL242;GEDUNG JUANDA 1;-6.169082676,106.8374849
DSL246;KOMPLEK MEKATANI;-6.169119744,106.8648015
DKG190;KOMPLEK MEKATANI;-6.169119744,106.8648015
FKG051;KOMPLEK TNI AL KELAPA GADING (6.1);-6.169144322,106.8861509
DKG061;KELAPA GADING C;-6.169189944,106.9070006
DPL139;BUNGUR AREA;-6.169202999,106.8426375
DPK074;PERUM GRAHA KENCANA;-6.16926965,106.5536273
DLK191;PERUM BENUA INDAH (1);-6.169276419,106.6119654
DKG305;HARAPAN MULYA AREA (1);-6.169306651,106.8563751
DKJ498;TAMAN PERMATA BUANA (5);-6.169407354,106.7418247
DKG103;KELAPA GADING C (V);-6.169440153,106.9146186
DLK425;VILLA REGENCY TANGERANG (5);-6.169441687,106.5924346
DUM001;PURI HARAPAN (1);-6.169465876,106.9991997
DKJ571;TAMAN RATU F (I);-6.169488579,106.7724331
FKK012;FTTH PURI FDT12 LINE ABCD;-6.169554,106.741383
DUM059;PERUM HARAPAN INDAH (12);-6.169584764,106.9794128
DKJ075;TAMAN RATU A (F);-6.16963589,106.7728456
DKG060;KELAPA GADING B;-6.169636403,106.9026519
FKK006;TAMAN PERMATA BUANA FDT 09;-6.169790324,106.7441431
FGG005;GREEN GARDEN B (E) (1);-6.169937991,106.7653506
DKG095;KELAPA GADING N;-6.16998576,106.9051558
DKJ136;GREEN GARDEN B (F);-6.170082758,106.7636559
DDM085;KOSAMBI BARU (1);-6.170176278,106.716579
DPK070;GRIYA PERSADA SUKAMANTRI 2,3 & 4;-6.170219469,106.5450545
ASL208;BAPEPAM;-6.170256,106.837913
ACG360;BAPEPAM;-6.170256,106.837913
DLK624;PERUM TOTAL PERSADA (1);-6.170331412,106.5807223
DLK719;GRENDENG AREA;-6.170414721,106.6273556
DKG502;KELAPA GADING W (BN);-6.170428,106.912742
DPK067;KOMPLEK BUMI PASAR KEMIS INDAH (1);-6.170457215,106.537248
DPK157;VILLA TANGERANG REGENCY 2 (16);-6.170535324,106.5763216
DLK532;VILLA TANGERANG REGENCY 2 (16);-6.170535324,106.5763216
DLK593;KOMPLEK KEHAKIMAN TANAH TINGGI & JL. METEOROLOGI;-6.170617959,106.646447
DDM086;KOSAMBI BARU (2);-6.170643659,106.7145462
DKJ580;TANJUNG DUREN H (R);-6.170674646,106.7838372
