fiber_node;address;coordinate
DKJ523;PERUMNAS BUMI CENGKARENG INDAH (1);-6.143382563,106.7381554
DDM026;CITRA GARDEN 2 (1);-6.143439796,106.7146207
FAE008;AEROPOLIS CRYSTAL RESIDENCE (2);-6.14349965,106.6285738
DKG310;SUNTER Q;-6.143518539,106.860237
FSJ010;SUNTER (N);-6.143527612,106.8713039
FCS157;PERUM SAMAJI ASRI;-6.143529,106.126572
DPK171;PERUM DUTA ASRI PALEM 3 & 6;-6.143559717,106.5146424
DKG499;KELAPA GADING AG (BK);-6.143646,106.896531
FSDA02D01;GRIYA WALET ASRI (1);-6.143646618,106.5413315
DKG115;KELAPA GADING E (AG);-6.143684302,106.8981707
DPL129;PERUMNAS BUMI CENGKARENG INDAH (4);-6.143730819,106.7490378
DKJ525;PERUMNAS BUMI CENGKARENG INDAH (3);-6.143830167,106.7350288
DPK043;PERUM TAMAN WALET (5);-6.143854196,106.5324918
FCS051;PERUM BANJAR SARI PERMAI (1);-6.1438604855346215,106.19422514
DKG003;MITRA GADING VILLA;-6.143871303,106.9042346
FKG034;KELAPA GADING AG (BK);-6.14389508873165,106.8959784842
FAE010;AEROPOLIS LUCENT RESIDENCE;-6.143930855,106.6288941
DPL359;KOMPLEK PERMATA INDAH (2);-6.143989711,106.7508123
DDM016;CENDRAWASIH AREA;-6.144035465,106.7250824
DDM010;KOMPLEK PERHUBUNGAN UDARA;-6.14410414,106.6766299
DDM321;AEROPOLIS LUCENT RESIDENCE;-6.14416,106.63062
DDM315;AEROPOLIS COMMERCIAL PARK;-6.14416,106.63062
DKG525;RAJAWALI SELATAN (3);-6.144201,106.841349
DKG475;SUNTER N (U);-6.144309,106.871312
FCS053;PERUM BANJAR SARI PERMAI (3);-6.144352318525965,106.197823425
FKG033;KELAPA GADING (AF);-6.144388,106.901396
FCS052;PERUM BANJAR SARI PERMAI (2);-6.1444097,106.197244
FSJ005;SUNTER N (U) (1);-6.14461433339451,106.8692003935
DPK039;PERUM TAMAN WALET (1);-6.144625831,106.537618
DUM516;ROROTAN AREA (1.1);-6.144638,106.953569
FSJ003;SUNTER FDT 20;-6.14472,106.86328
DSL045;SUNTER A (E);-6.144946074,106.8636328
DUM265;ROROTAN AREA (1);-6.144972,106.9562651
DPK040;PERUM TAMAN WALET (2);-6.145017676,106.5375833
DPL097;ANGKE AREA (1);-6.14520705,106.7993211
DKG485;KELAPA GADING AB (AZ);-6.145234,106.911626
DPK041;PERUM TAMAN WALET (3);-6.145292465,106.5352522
DDM174;CITRA GARDEN 3 (1.1);-6.145313405,106.6930498
DPL333;ANGKE JAYA AREA 1;-6.145332651,106.7965941
DSL012;JOHAR BARU AREA (4);-6.145366183,106.8928761
DKG330;JOHAR BARU AREA (4);-6.145366183,106.8928761
DKG031;KELAPA GADING AF;-6.145384478,106.9007695
DDM025;CITRA GARDEN 1 (3);-6.145451409,106.6950674
DPL053;TAMBORA AREA;-6.14546109,106.8095155
DKG186;KELAPA GADING AQ;-6.145502296,106.9090556
ADM295;D PRIMA HOTEL GONDO;-6.1455294,106.6947635
DSL198;SUNTER F (AA);-6.145585,106.860581
DPL402;JL.KEADILAN & JL.KEMURNIAN AREA (1);-6.145597592,106.8125058
DCG329;JL.KEADILAN & JL.KEMURNIAN AREA (1);-6.145597592,106.8125058
DPL241;MANGGA DUA SELATAN AREA;-6.145631086,106.8263853
DPL423;CENGKARENG INDAH;-6.145642945,106.7479762
DPK044;PERUM TAMAN WALET (6);-6.145704876,106.53123
DDM053;CITRA GARDEN 7 (BLOMING DALE & SEVENTH WALK);-6.145741621,106.6982743
DPK042;PERUM TAMAN WALET (4);-6.145757979,106.5357542
DKG329;RUKAN ARTHA GADING NIAGA;-6.145820193,106.8934227
DKG267;THE KEW RESIDENCE GADING EIGHT;-6.14586375,106.901904
DPK272;PERUM DUTA ASRI CADAS (1);-6.145928,106.591766
DPL358;KOMPLEK PERMATA INDAH (1);-6.146087956,106.7508166
DPL021;JELAMBAR D (E);-6.146187721,106.786747
DKG110;KELAPA GADING AB;-6.146234228,106.9115173
DPL278;JELAMBAR W;-6.146272,106.78634
DUM508;MUTIARA GADING CITY (7);-6.146369,107.009334
DPK273;PERUM DUTA ASRI CADAS (2);-6.1464,106.592908
DKG109;KELAPA GADING D (AA);-6.146479247,106.9117801
DKG039;RAJAWALI SELATAN AREA;-6.146529154,106.8416113
FKG030;KELAPA GADING AF (BX);-6.146582,106.900123
DDM005;DUTA GARDENIA (1);-6.14660183,106.6860395
DKG491;KELAPA GADING AF (BE);-6.146605,106.900181
DPL126;JELAMBAR M (T);-6.146733165,106.7833067
DPL369;CENGKARENG TIMUR AREA;-6.146749091,106.7325973
DPL094;KAPUK AREA (2) (JL. FAJAR BARU SELATAN );-6.146753998,106.7343741
DPL024;JELAMBAR C (P);-6.14683829,106.7802894
DDM216;CENGKARENG BARAT AREA (3);-6.146854813,106.7229927
DPL308;JELAMBAR P (Z);-6.146864425,106.7808681
DKG113;KELAPA GADING E (AE);-6.146889728,106.9090141
FTM001;THE MANSION AT DUKUH GOLF KEMAYORAN;-6.146915,106.852957
FCS043;PERUM CITRA GADING RESIDENCE (2);-6.146919,106.167664
FDM031;CENGKARENG BARAT AREA (4);-6.146949111,106.7212682
DUM266;ROROTAN AREA (2) & PERUM GRAND MALAKA;-6.146955529,106.9557899
DPL334;ANGKE JAYA AREA 2;-6.147014355,106.796462
DDM007;DUTA GARDENIA (3);-6.147042355,106.6774032
DSL197;SUNTER F (Z);-6.14706,106.863573
FKG092;KELAPA GADING AF (BE);-6.147085,106.899864
DPL093;KAPUK AREA (1) (JL. FAJAR BARU SELATAN );-6.147117456,106.7365906
DKG519;KELAPA GADING AD (BW);-6.147198,106.905191
FCS040;PURI KARTIKA BANJARSARI (2);-6.1472,106.189679
FCS045;PERUM CITRA GADING RESIDENCE (4);-6.147208,106.169761
DDM006;DUTA GARDENIA (2);-6.147257464,106.6815242
DKG524;RAJAWALI SELATAN (2);-6.147418,106.83968
FCS041;PURI KARTIKA BANJARSARI (3);-6.147473,106.189538
DPL406;JL.KEADILAN & JL.KEMURNIAN AREA (2);-6.147592567,106.8131132
DCG330;JL.KEADILAN & JL.KEMURNIAN AREA (2);-6.147592567,106.8131132
FDM028;CENGKARENG BARAT AREA (1);-6.147629142,106.7251158
FDM029;CENGKARENG BARAT AREA (2);-6.147629142,106.7251158
DPL074;MANGGA BESAR AREA (MANGGA BESAR 5);-6.147639206,106.8199531
FKG010;KELAPA GADING FDT 01 (JL KUMALA ARTHA GADING);-6.147659,106.895621
FCS046;PERUM CITRA GADING RESIDENCE (5);-6.147723,106.172216
DPK166;KUTABUMI 2 (JL RAYA KUTABUMI);-6.147808292,106.5658346
DDM024;CITRA GARDEN 1 (2);-6.147832087,106.6953118
DDM282;KALIDERES AREA (2);-6.147919,106.697371
DPL261;KALIDERES AREA (2);-6.147955571,106.6973395
DKG328;ARTHA GADING VILLA;-6.147969318,106.8958611
DKG269;CLUSTER ROYAL ORCHARD;-6.147989242,106.9206992
DPK046;PERUM TAMAN WALET (8);-6.14810494,106.5338409
DPK368;GLOBAL LIVING;-6.148193944,106.5823825
DLK745;GLOBAL LIVING;-6.148193944,106.5823825
DPK045;PERUM TAMAN WALET (7);-6.148203977,106.5352762
DPK356;PERUM KUTA BUMI 2 (RW 20);-6.148245243,106.5665876
DLK768;PERUM KUTA BUMI 2 (RW 20);-6.148245243,106.5665876
DPK132;KUTA BUMI AREA (20) (PONDOK REJEKI);-6.148249461,106.5754524
DLK558;KUTA BUMI AREA (20) (PONDOK REJEKI);-6.148249461,106.5754524
DKG503;KELAPA GADING AC (BO);-6.148296,106.902692
FCS044;PERUM CITRA GADING RESIDENCE (3);-6.148305,106.168981
FCS047;PERUM CITRA GADING RESIDENCE (6);-6.148329,106.173949
DDM215;CENGKARENG BARAT AREA (2);-6.148344576,106.7245046
DKG112;KELAPA GADING E (AD);-6.148411248,106.905882
DPL385;JELAMBAR T (W);-6.14845,106.783268
FCS039;PURI KARTIKA BANJARSARI (1);-6.148513,106.191362
DKG479;SPRING HILLS GOLF RESIDENCE;-6.148514,106.852131
DPL389;MEDITERANIA GAJAH MADA APT (TOWER BETA);-6.148525608,106.8161543
DCG479;MEDITERANIA GAJAH MADA APT;-6.148525608,106.8161543
DDM057;KALIDERES PERMAI;-6.148529896,106.7051834
DPL388;MEDITERANIA GAJAH MADA APT (TOWER ALFA);-6.148559131,106.8160359
DCG478;MEDITERANIA GAJAH MADA APT;-6.148559131,106.8160359
DPK379;PERMATA ICON;-6.148614948,106.5840517
DLK117;PERMATA ICON;-6.148614948,106.5840517
DDM172;DUTA GARDENIA (1.1);-6.14868212,106.684897
DPL032;JELAMBAR F (M);-6.14868687,106.7845235
DPL421;PERUM BUMI CENGKARENG PERMAI (2);-6.14868718,106.745625
DKJ327;PERUM BUMI CENGKARENG PERMAI (2);-6.14868718,106.745625
DPK364;GRAHA MUTIARA PERMAI 2;-6.148699732,106.589411
DLK720;GRAHA MUTIARA PERMAI 2;-6.148699732,106.589411
ASL169;WIN HOTEL INDONESIA;-6.1487092,106.8339454
ACG420;MERCURE REKSO HOTEL;-6.148723,106.817627
ACG692;ROYAL REGAL HOTEL;-6.1487475,106.8337695
DDM023;CITRA GARDEN 1 (1);-6.148787256,106.692807
DPL422;PERUM BUMI CENGKARENG PERMAI (3);-6.148849419,106.7483184
DKJ328;PERUM BUMI CENGKARENG PERMAI (3);-6.148849419,106.7483184
DPL025;JELAMBAR C (Q);-6.148893061,106.7783998
DDM170;DUTA GARDENIA (2.1);-6.148946544,106.6825172
DDM223;DAAN MOGOT BARU CLUSTER TAMPAK SIRING (1.1);-6.148962466,106.70889
DKG438;BURSA OTOMOTIF SUNTER;-6.148967038,106.8856781
DKG356;SUNTER JAYA AREA (4);-6.149005157,106.8664663
FCS042;PERUM CITRA GADING RESIDENCE (1);-6.149073,106.167284
DKG264;KOMPLEK ANGKASA PURA;-6.149194541,106.8396695
DKG010;GADING NIRWANA;-6.149247889,106.9135944
FKG030;KELAPA GADING D (AA);-6.149303,106.910919
FKG011;KELAPA GADING (JL.JANUR ELOK 4);-6.149351,106.904368
DUM494;MUTIARA GADING CITY (5);-6.149365,107.009409
FSJ009;DANAU INDAH BARAT;-6.149372549,106.874075
DDM055;DAAN MOGOT BARU (CLUTER KINTAMANI);-6.149447642,106.7124789
DPK353;GRAHA TELUK JAKARTA;-6.149472854,106.56144
DLK592;GRAHA TELUK JAKARTA;-6.149472854,106.56144
DUM247;PERUM GREEN GARDEN (2);-6.149549465,106.9498822
DDM054;DAAN MOGOT CLUSTER TAMPAK SIRING;-6.149549713,106.7087481
DPL260;KALIDERES AREA (1);-6.149580346,106.6986157
DDM281;KALIDERES AREA (1);-6.149604,106.698564
DKG478;SPRING HILLS TERRACE APT (2);-6.149662,106.851237
DKG477;SPRING HILLS TERRACE APT (1);-6.149662,106.851237
DKJ178;DAAN MOGOT ESTATE;-6.149707445,106.7414468
DPL372;GRAND KARTINI APT;-6.149723383,106.8338332
DPL122;JELAMBAR F (V);-6.149765556,106.7888232
DPL420;PERUM BUMI CENGKARENG PERMAI (1);-6.149811418,106.7455499
DKJ326;PERUM BUMI CENGKARENG PERMAI (1);-6.149811418,106.7455499
DPL060;KARANG ANYAR AREA (DWI WARNA DSK);-6.149877455,106.8297976
DKG111;KELAPA GADING AD (AC);-6.150014346,106.9062046
DDM214;CENGKARENG BARAT AREA (1);-6.150017752,106.7196311
DUM062;PERUM HARAPAN INDAH (15);-6.150037059,106.9861961
FCS109;MAYABON VILLAGE;-6.1502016,106.18258372
DPK120;KUTA BUMI AREA (8) (PONDOK INDAH);-6.150350285,106.5696866
DLK546;KUTA BUMI AREA (8) (PONDOK INDAH);-6.150350285,106.5696866
DKG417;MITRA SUNTER APT;-6.15036849,106.8861814
DPL019;JELAMBAR C;-6.150386826,106.7806832
FDM032;UTAMA SELATAN AREA (1);-6.150408,106.723971
DKG263;GRAND ORCHARD (CLUSTER EBONY);-6.150556169,106.9195136
DPL022;JELAMBAR F;-6.150584799,106.7887778
DPK128;KUTA BUMI AREA (16) (PONDOK REJEKI);-6.150635868,106.577826
DPL061;KEAGUNGAN AREA JL. GAJAH MADA;-6.150639088,106.8138364
DPK133;KUTA BUMI AREA (21) (PONDOK INDAH);-6.150680038,106.5690124
DLK559;KUTA BUMI AREA (21) (PONDOK INDAH);-6.150680038,106.5690124
DPL433;JELAMBAR L (AE);-6.150722,106.781187
DUM064;PERUM HARAPAN INDAH (17);-6.150832709,106.9831891
DUM063;PERUM HARAPAN INDAH (16);-6.150836327,106.9880666
DPL424;PERUM CENGKARENG ELOK & CENGKARENG TIMUR AREA;-6.150873764,106.7303495
DKJ397;PERUM CENGKARENG ELOK & CENGKARENG TIMUR AREA;-6.150873764,106.7303495
DKG365;ARTHA GADING MALL;-6.150977563,106.8921783
DUM493;MUTIARA GADING CITY (4);-6.151015,107.00813
DKG526;KOMPLEK ANGKASA PURA (2);-6.151124,106.839203
DPL031;JELAMBAR F (L);-6.151140274,106.7864037
DPK134;KUTA BUMI AREA (22) (PONDOK INDAH);-6.151172041,106.5655051
DDM056;DAAN MOGOT CLUSTER UBUD;-6.151175151,106.7075279
DUM376;ROROTAN AREA (3);-6.151194667,106.9595635
DPK114;KUTA BUMI AREA (2) (PONDOK PERMAI);-6.151289775,106.5723602
DDM017;UTAMA SELATAN AREA;-6.151292168,106.7243189
DDM310;SKY TERRACE LAGOON CONDO APT (TOWER SANUR ) (2);-6.151296,106.713061
DDM309;SKY TERRACE LAGOON CONDO APT (TOWER SANUR ) (1);-6.151296,106.713061
DKG185;KELAPA GADING AR;-6.151306785,106.9114572
DDM175;DAAN MOGOT BARU/TAMAN UBUD (1.1);-6.15132673,106.7111155
ASM200;RS SILOAM MAMPANG;-6.1513974,106.4935508
DKG453;GADING RESORT RESIDENCE APT (1);-6.151403996,106.8939238
DPL434;JELAMBAR L (AF);-6.151568,106.785329
DKG454;GADING RESORT RESIDENCE APT (2);-6.151637598,106.8939394
DPK185;BUMI INDAH (CLUSTER PARAHYANGAN);-6.151651056,106.5562492
DUM065;PERUM HARAPAN INDAH (18);-6.151689873,106.9806968
DKG495;WALIKOTA KELAPA GADING (3);-6.151743,106.922003
AKG153;PALADIAN APT TOWER D;-6.151766,106.89599
FKG028;KELAPA GADING AR (AY);-6.151817643,106.9098442
DUM246;PERUM GREEN GARDEN (1);-6.151822614,106.9495273
DKG484;KELAPA GADING AR (AY);-6.151847,106.911217
DKG162;DANAU INDAH TENGAH (1);-6.151878303,106.8803338
DPK129;KUTA BUMI AREA (17) (PONDOK REJEKI);-6.15189222,106.5754902
DLK555;KUTA BUMI AREA (17) (PONDOK REJEKI);-6.15189222,106.5754902
DPK122;KUTA BUMI AREA (10) (PONDOK INDAH);-6.151966419,106.5680849
DLK548;KUTA BUMI AREA (10) (PONDOK INDAH);-6.151966419,106.5680849
DKG343;SUNTER JAYA AREA (3);-6.15203191,106.8711379
FDM033;UTAMA SELATAN AREA (2);-6.152054318,106.7248815
DPL026;JELAMBAR C (R);-6.152061096,106.7800863
DPL186;HAYAM WURUK APT;-6.152106,106.817795
DCG455;HAYAM WURUK APT;-6.152106,106.817795
DPK115;KUTA BUMI AREA (3) (PONDOK PERMAI);-6.152128894,106.5739147
DUM066;PERUM HARAPAN INDAH (19) (CLUSTER IFOLIA);-6.152129498,106.9870352
DKG178;SUNTER INDAH (1);-6.152153959,106.877618
DPK121;KUTA BUMI AREA (9) (PONDOK INDAH);-6.152240282,106.5699423
DLK547;KUTA BUMI AREA (9) (PONDOK INDAH);-6.152240282,106.5699423
DPL121;JELAMBAR R (U);-6.15235979,106.7796957
DPK140;PERUM BUMI INDAH (CLUSTER UDHAYANA);-6.152440175,106.5541306
FKG060;SHERWOOD APT;-6.152462,106.907673
DPL030;JELAMBAR F (K);-6.15247569,106.7873687
DPK113;KUTA BUMI AREA (1) (PONDOK PERMAI);-6.152516326,106.5730941
FCS127;BUMI LIPATIK BHAYANGKARA LESTARI (4);-6.15261361,106.210567
DDM022;CITRA GARDEN 1 EXTENSION (2);-6.152648251,106.69766
DPK131;KUTA BUMI AREA (19) (PONDOK REJEKI);-6.15275351,106.5804267
DLK557;KUTA BUMI AREA (19) (PONDOK REJEKI);-6.15275351,106.5804267
DPL076;KEAGUNGAN AREA (2);-6.152878266,106.813424
DUM474;MUTIARA GADING CITY (3);-6.152948,107.011601
DPK382;TELAGA BUMI ASRI;-6.152972501,106.588228
DLK251;TELAGA BUMI ASRI;-6.152972501,106.588228
DKG483;KELAPA GADING Z (AX);-6.153009,106.911151
DPL027;JELAMBAR C (S);-6.153055343,106.7753821
DKG179;SUNTER INDAH (2);-6.153080397,106.8777048
DPK137;PERUM BUMI INDAH (TAHAP 4) (1);-6.153155247,106.5514484
DPK130;KUTA BUMI AREA (18) (PONDOK REJEKI);-6.153261333,106.5772403
DLK556;KUTA BUMI AREA (18) (PONDOK REJEKI);-6.153261333,106.5772403
DKG063;KELAPA GADING E;-6.153292542,106.9067644
DKG042;SUNTER MAS;-6.15329988,106.8740389
DKG494;WALIKOTA KELAPA GADING (2);-6.153377,106.92365
FCS126;BUMI LIPATIK BHAYANGKARA LESTARI (3);-6.1534,106.2122
FKG026;KELAPA GADING Z (BW);-6.153438,106.910623
DCG333;MANGGA BESAR 4 AREA;-6.153446096,106.8246926
DPK216;BUMI INDAH 5 (2);-6.153466812,106.5552273
DPL404;KARTINI AREA (2);-6.153542529,106.8349127
DCG395;KARTINI AREA (2);-6.153542529,106.8349127
FCS125;BUMI LIPATIK BHAYANGKARA LESTARI (2);-6.15357432,106.211033
DKG348;SHERWOOD APT (1);-6.153578296,106.9086705
DKG461;KELAPA GADING F (AV);-6.1536369,106.9013935
DKG108;KELAPA GADING Z;-6.153701744,106.9113497
DUM067;PERUM HARAPAN INDAH (20);-6.153855111,106.9871223
DKG462;KELAPA GADING F (AW);-6.153871328,106.9013511
DKG064;KELAPA GDNG F (6940);-6.153871328,106.9013511
DKG284;TAMAN KEMAYORAN KONDOMINIUM (2);-6.153903306,106.8518131
DPK215;BUMI INDAH 5 (1);-6.153957433,106.5535418
DPL273;MENARA LATUMENTEN APT (1);-6.15396962,106.7923086
DPL274;MENARA LATUMENTEN APT (2);-6.154024753,106.7922965
DPL275;MENARA LATUMENTEN APT (3);-6.154077198,106.7922799
DPL276;MENARA LATUMENTEN APT (4);-6.154128935,106.7922746
DPK352;PERUM TAMAN BUAH 1 (2);-6.154243102,106.5622727
DLK697;PERUM TAMAN BUAH 1 (2);-6.154243102,106.5622727
DPK119;KUTA BUMI AREA (7) (PONDOK INDAH);-6.154330299,106.570367
DPK138;PERUM BUMI INDAH (TAHAP 4) (2);-6.15441673,106.5503348
DKG174;SUNTER JAYA AREA (2);-6.15446151,106.8637446
DKG283;TAMAN KEMAYORAN KONDOMINIUM (1);-6.154491028,106.8519228
DKG014;KOMPLEK DEPKES SUNTER;-6.154515956,106.8671309
DPL298;JELAMBAR H (X);-6.154663941,106.7890548
FKG014;KELAPA GADING E (AO);-6.154691,106.905896
DPK348;TAMAN KUTA BUMI (3);-6.154800955,106.5681061
DLK537;TAMAN KUTA BUMI (3);-6.154800955,106.5681061
DPK117;KUTA BUMI AREA (5) (PONDOK MAKMUR);-6.154869493,106.5762962
DUM138;VILLA MUTIARA GADING;-6.15488295,106.9934314
DKG191;VILLA SUNTER MAS (2);-6.154913506,106.8732376
DKG163;DANAU INDAH TENGAH & KAV DKI (2);-6.155034948,106.8805506
DKG168;PERUM SUNTER HIJAU (2);-6.155119408,106.8761
FKG00001;HUB KELAPA GADING;-6.155165919,106.897582
DPL177;KEBON JERUK ( HAYAM WURUK AREA ) (2);-6.155171975,106.8207681
DUM139;VILLA MUTIARA GADING 2;-6.155196518,106.9959579
DKG167;PERUM SUNTER HIJAU (1);-6.155234922,106.8779556
DUM473;MUTIARA GADING CITY (2);-6.155313,107.011477
DPL254;KOMP DEPAG & JL. TAWANGMANGU DSK;-6.155367163,106.7606934
DPK360;VILLA TOMANG BARU KUTA BUMI (4);-6.155374008,106.5814916
DLK172;VILLA TOMANG BARU KUTA BUMI (4);-6.155374008,106.5814916
DPL104;JELAMBAR A (AD);-6.155381,106.774747
DKG521;VILLA SUNTER MAS (2.1);-6.155389,106.872972
FKG061;KELAPA GADING D (1);-6.155431095,106.9134032
DPL055;KRUKUT AREA (1);-6.155439521,106.815482
DPK344;TAMAN BUMI ASRI (4);-6.155519012,106.5634224
DLK202;TAMAN BUMI ASRI (4);-6.155519012,106.5634224
DPK116;KUTA BUMI AREA (4) (PONDOK MAKMUR);-6.155593052,106.5786
FKG016;KELAPA GADING E (BU);-6.155625,106.907612
DDM021;CITRA GARDEN 1 EXTENSION (1);-6.155638841,106.6969388
DKG517;KELAPA GADING E (BU);-6.155683,106.907612
DDM184;GREEN PARK VIEW APT (1) & RUKO DIAMOND;-6.155685748,106.7194518
DUM377;ROROTAN AREA (4);-6.15572695,106.9599643
FCS124;BUMI LIPATIK BHAYANGKARA LESTARI (1);-6.15577838,106.21037
DPL017;JELAMBAR A;-6.155783665,106.7757973
DPL023;JELAMBAR G;-6.155798269,106.7877564
DPL178;GUNUNG SAHARI UTARA;-6.155827,106.838693
DPK315;TAMAN KOTA PERMAI 2;-6.15584,106.592219
DPK351;PERUM TAMAN BUAH 1 (1);-6.155843261,106.5620449
DLK696;PERUM TAMAN BUAH 1 (1);-6.155843261,106.5620449
DPL033;JELAMBAR G (H);-6.155927926,106.7889187
DDM185;GREEN PARK VIEW APT (2);-6.155974461,106.7194453
DPK125;KUTA BUMI AREA (13) (PONDOK SEJAHTERA);-6.156028872,106.5719638
DPL034;JELAMBAR G (I);-6.156128116,106.7852655
DKG410;BUKIT GADING VILLA (CLUSTER KUTA);-6.15614302,106.9019326
FCS106;BOEKIT SERANG DAMAI RESIDENCE (1);-6.156167,106.204531
DDM187;GREEN PARK VIEW APT (4);-6.156199628,106.7192304
FKG017;KELAPA GADING E;-6.156204,106.905356
DUM472;MUTIARA GADING CITY (1);-6.156217,107.011135
DPK123;KUTA BUMI AREA (11) (PONDOK SEJAHTERA);-6.156246063,106.5745778
DPK355;VILLA TOMANG BARU 2 (2);-6.156250631,106.5831617
DLK702;VILLA TOMANG BARU 2 (2);-6.156250631,106.5831617
DPL403;KARTINI AREA (1);-6.156259518,106.83619
DCG394;KARTINI AREA (1);-6.156259518,106.83619
FKG062;KELAPA GADING D (BY);-6.156264453,106.9119022
DKG270;PERUM SUNTER HIJAU (4);-6.15626809,106.8779769
DSL036;PURI KEMAYORAN APT;-6.156270398,106.8519833
DDM186;GREEN PARK VIEW APT (3);-6.156281565,106.7195035
DKG386;EVENT MALL KELAPA GADING 3;-6.156331868,106.9089103
DPL064;TAMAN SARI 8 DSK;-6.156387746,106.82524
DPK358;VILLA TOMANG BARU KUTA BUMI (2);-6.156392081,106.5830729
DLK170;VILLA TOMANG BARU KUTA BUMI (2);-6.156392081,106.5830729
DKG199;KOMPLEK BEA CUKAI SUKAPURA (1);-6.156407964,106.9247187
DDM188;GREEN PARK VIEW APT (5);-6.156449454,106.7194136
DPL062;DURI SELATAN AREA (2);-6.156505602,106.8059908
DKG338;SERDANG BARU AREA (3);-6.156658537,106.8600792
DKG062;KELAPA GADING D;-6.156675101,106.9115732
DKG200;KOMPLEK BEA CUKAI SUKAPURA (2);-6.1567741,106.922593
FCS107;BOEKIT SERANG DAMAI RESIDENCE (2);-6.156822,106.203847
DDM280;KOMPLEK KODAM JAYA;-6.156858,106.698249
DUM503;PERUM WAHANA PONDOK UNGU (3);-6.156891,107.02156
DPK139;PERUM BUMI INDAH TAHAP 3;-6.156915653,106.5479655
DPL128;KOMPLEK KODAM JAYA;-6.156925645,106.6982802
DUM504;PERUM WAHANA PONDOK UNGU (4);-6.156967,107.024036
DKG145;VILLA SUNTER MAS (1);-6.157006722,106.8707249
DUM140;VILLA MUTIARA GADING 3;-6.157054997,106.9943889
DDM242;GREEN PARK VIEW APT (6);-6.157096098,106.7192551
DPL309;JELAMBAR I (AA);-6.157101704,106.7855983
DKG169;PERUM SUNTER HIJAU (3);-6.157120591,106.8762947
DDM243;GREEN PARK VIEW APT (7);-6.157137974,106.719249
DPK135;KUTA BUMI AREA (23) (PONDOK INDAH);-6.157145799,106.5707523
DLK561;KUTA BUMI AREA (23) (PONDOK INDAH);-6.157145799,106.5707523
DDM244;GREEN PARK VIEW APT (8);-6.157180479,106.7192499
DPK118;KUTA BUMI AREA (6) (PONDOK MAKMUR);-6.157241902,106.5771412
DPL176;KEBON JERUK ( HAYAM WURUK AREA ) (1);-6.157249437,106.8213032
DDM194;PERGUDANGAN,PERKANTORA & PERUM ARCADIA (1);-6.157268711,106.6642305
DUM142;VILLA MUTIARA GADING 5;-6.157293368,106.9961792
DKG187;KELAPA GADING E (AO);-6.157364865,106.9042311
FCS108;BOEKIT SERANG DAMAI RESIDENCE (3);-6.157466,106.205847
DUM502;PERUM WAHANA PONDOK UNGU (2);-6.157524,107.019751
DPK362;TAMAN ELANG (1) TAMAN JATI PERMAI;-6.15758077,106.5936928
DLK478;TAMAN ELANG (1) TAMAN JATI PERMAI;-6.15758077,106.5936928
DPK279;PERUM BUMI INDAH (TAHAP 3) (2);-6.157604,106.550887
DPL271;KARANG ANYAR AREA (2);-6.157627751,106.8293246
FKG068;KELAPA GADING D (AS);-6.157699157,106.9116547
DPL020;JELAMBAR D;-6.157777491,106.7796435
DPL142;TANAH SEREAL AREA 2;-6.157804246,106.810106
DLK350;SKYLOUNGE TAMAN SARI APT;-6.15781427,106.6329057
FGC012;JAKARTA GARDEN CITY (11) (CLUSTER MAHAKAM & RUKO THE SAVOY);-6.157838,106.965030021966
DPL028;JELAMBAR D (N);-6.157842359,106.7819988
DPK343;TAMAN BUMI ASRI (3);-6.157878703,106.5632727
DLK201;TAMAN BUMI ASRI (3);-6.157878703,106.5632727
DPK370;PERUM TAMAN KOTA PERMAI 1 & 2;-6.157884452,106.5907736
DLK775;PERUM TAMAN KOTA PERMAI 1 & 2;-6.157884452,106.5907736
DUM398;ROROTAN AREA (5) & KOMPLEK PERSADA;-6.157900145,106.9534684
DDM200;SKYLOUNGE TAMAN SARI APT;-6.157944,106.633093
DPK261;PERUM BUMI INDAH (TAHAP 2);-6.158143303,106.5559927
DKG375;BUKIT GADING MEDITERANIA (1);-6.158201074,106.8963769
DSL236;JL.SERDANG BARU AREA (1);-6.158202427,106.8646795
DKG171;JL.SERDANG BARU AREA (1);-6.158202427,106.8646795
DPK126;KUTA BUMI AREA (14) (PONDOK SEJAHTERA);-6.15821911,106.5725867
FDM00001;HUB DAAN MOGOT;-6.158260134,106.6984871
DDM00001;HUB DAAN MOGOT;-6.158260134,106.6984871
DDM197;PERGUDANGAN,PERKANTORAN & PERUM ARCADIA (4);-6.158291805,106.669705
DPK124;KUTA BUMI AREA (12) (PONDOK SEJAHTERA);-6.158327806,106.5750267
FDM026;KOMPLEK KODAM JAYA;-6.158342,106.696903
FKG015;KELAPA GADING AO (BV);-6.158357,106.905907
DPK349;PERUM TAMAN BUAH 2 (1);-6.158447722,106.5620612
DLK684;PERUM TAMAN BUAH 2 (1);-6.158447722,106.5620612
DPK346;TAMAN KUTA BUMI (1);-6.158453558,106.5675901
DLK535;TAMAN KUTA BUMI (1);-6.158453558,106.5675901
DLK404;PERUM ANGKASA PURA 2 (1);-6.15853,106.647691
DPK347;TAMAN KUTA BUMI (2);-6.158578275,106.5697565
DLK536;TAMAN KUTA BUMI (2);-6.158578275,106.5697565
DKG518;KELAPA GADING AO (BV);-6.158585,106.905819
FPL012;WEST VISTA APT;-6.158627,106.726908
DPL035;JELAMBAR G (J);-6.158637758,106.7869976
